Nom;Brasserie;Pays;Note;Type;Fermentation;°Alc;Bouteille;Ville;Appréciation;Observations;Nom;;
The bishop's tipple;Gibbs mew;Angleterre;13;Pale Ale;haute;5;33 cl;;Ambrée-orangée, claire mais pas limpide, mousse beige serrée et stable, peu  saturée . Nez fruité aux tons de  caramel , moyennement affirmé. Bouche pleine et maltée, saveur ronde, douce et peu amère, onctueuse mais sans personnalité excessive. Houblonnage aromatique équilibré et discret.;Pale Ale  fruitée agréable mais assez discrète.;The bishop's tipple;;
Thomas Hardy's Ale;Eldridge Pope & Co;Angleterre;15;Barley Wine;haute;12;33 cl;Dorchester;Bière cuivrée-rouge, transparente, mousse très fine et serrée, peu saturée. Nez très puissant et poivré, caractère liquoreux net (cerise, melon mûr) et sirupeux (Kirsch ?). Saveur sucrée, bouche puissante, ample et douce. Amertume délicate et fruitée, rondeur et intensité de corps remarquables.;La Thomas Hardy's Ale se conserve plus de 25 ans. Peut ne pas plaire.;Thomas Hardy's Ale;;
Timmermans Cassis lambic;Timmermans;Belgique;14;Lambic;spontanée;5;25 ou 33 cl;Itterbeek;Une bonne Cassis  lambic , claire et bien parfumée. Agréable, mais un peu exotique (ou sont les gueuzes traditionnelles d'antan ?);Lambic  filtré, pasteurisé, et coupé de bières de fermentation haute.;Timmermans Cassis lambic;;
Timmermans Faro Lambic;Timmermans;Belgique;13;Lambic;spontanée;3,5;25 cl;Itterbeek;Faro  cuivré, limpide, à la mousse claire d'assez faible tenue, peu saturé. Odeur douce et légèrement boisée, nez agréable, fruité, subtils tons de moisissures. Saveur douceâtre, typique du faro, seconde bouche légèrement acide, nuances de kiwi. Bière correcte et légère bien qu'un peu sucrée.;Faro  lambic .;Timmermans Faro Lambic;;
Timmermans Framboise lambic;Timmermans;Belgique;13;Lambic;spontanée;5;25 cl;Itterbeek;Une Framboise lambic agréable et rafraîchissante. Bière au goût légèrement  astringent  (comme la Framboise). Evoque plus une bière sure à la framboise qu'une gueuze  parfumée.;Lambic  filtré et pasteurisé.;Timmermans Framboise lambic;;
Timmermans Gueuze Caveau;Timmermans;Belgique;16;Lambic;spontanée;5,5;37.5 cl;Itterbeek;Une bonne  gueuze , sur lie. Cuivrée, assez peu sucrée pour une gueuze, elle est très sure surtout à la première gorgée, la sureté s'atténue ensuite. Bonne  gueuze  bien caractérisée. Mousse assez peu tenace. Une des meilleures gueuzes aisément disponible sur le marché français.;Bière de fermentation spontanée, sur lie.;Timmermans Gueuze Caveau;;
Timmermans Gueuze lambic;Timmermans;Belgique;14,5;Lambic;spontanée;5;37.5 cl;Itterbeek;Une  gueuze  cuivrée, légèrement sucrée, mais pas trop. Sureté moyenne. Assez bonne  gueuze  moyennement acide et fruitée.;Bière de fermentation spontanée, filtrée, pasteurisée.;Timmermans Gueuze lambic;;
Timmermans Pêche lambic;Timmermans;Belgique;14;Lambic;spontanée;5;37.5 cl;Itterbeek;Une bonne  gueuze  à la pêche, cuivrée, assez plate. Parfum de pêche agréable, bière douce, à boire fraîche. (7 à 8 );Filtré et pasteurisée.;Timmermans Pêche lambic;;
Titje;de Silly;Belgique;14,5;Blanche;haute;5;25 cl;Silly;Jaune claire, sans être très pâle, trouble, bien saturée. Nez doux et acide de céréales et d'agrumes frais. Saveur acide plutôt piquante, à la légère amertume, bouche franche moyennement corsée, belle finale acide, épicée et fraîche. Bon exemple de bière blanche  typée et acide.;Bière  blanche  de froment et d'orge.;Titje;;
Toison d'or;Gouden Carolus;Belgique;14;Spéciale;haute;7;33 cl;Malines;Dorée, légèrement troublée de  levure , bien saturée en bulles fines, mousse blanche serrée. Arôme fruité, nez de lait caramélisé, peu houblonné. Saveur assez sèche et équilibrée, malgré une certaine douceur fruitée. Peu acre, peu acide. Agréable mais aurait mérité un peu plus de corps et de tenue.;Bière  spéciale  refermentée en bouteille.;Triple Toison d'or;;
Tongerlo 6;Haacht;Belgique;14;Abbaye;haute;6;33 cl;Boortmeerbeek;Brune-rouge, foncée, trouble, à la mousse beige serrée et tenace. Nez fin et caramélisé, arôme houblonné et fruité, mi-doux. Au goût, légère acreté, saveur équilibrée de  houblon  et de  caramel , peu épicée, peu  astringente , assez ronde, a l'arrière goût fin. Bonne bière, mais sans éclat particulier;Bière de l' abbaye  de  Tongerloo  (abbaye de prémontrés).;Tongerlo 6;;
Tongerlo 8;Haacht;Belgique;15,5;Abbaye;haute;8;33 cl;Boortmeerbeek;Blonde dorée, troublée, mousse abondante et serrée, assez peu  saturée . Arôme vieux  houblon , fruité ( levure ) , riche, fin, distingué. Saveur bien houblonnée (houblon aromatique) et fruitée. Bonne bouche, assez sèche, amère, ronde. Arrière goût fruité et acre. Abbaye très fine et fruitée.;Bière de l' abbaye  de  Tongerloo  (abbaye de prémontrés).;Tongerlo 8;;
Tourtel ambrée;;;;;;;;;;;Tourtel ambrée;;
Tourtel blonde;;;;;;;;;;;Tourtel blonde;;
Tourtel brune;Tourtel;France;6;Spéciale basse;basse;1;25 cl;Boulogne (92);Une bière sans alcool, au goût prononcé de  malt, mais bière très moyenne. Nuances caramélisées grossières,  goût de  malt  prononcé, sans intérêt réel.;Sans alcool;Tourtel brune;;
Traquair House Ale;Belhaven;Ecosse;14;Scotch Ale;haute;7;33 cl;Dunbar;Ale cuivrée, limpide, finement saturée, à la mousse beige fine et serrée. Nez profondément doux, odeur riche de  malt   caramel . Saveur ample, ronde et douce, profondeur maltée-caramélisée valant l'arôme. Bouche riche et pleine typique des ales écossaises. Bonne bière de dégustation.;Bière du Château  Traquair . Bière de longue conservation (+ de 10 ans);Traquair House Ale;;
Triboulette (la);de Montceau St Waast;France;15,5;Spéciale;haute;6,5;75 cl;Montceau St Waast;Couleur bourgogne, cristalline, peu  saturée , mousse fine, abondante et tenace. Arôme vineux, nez distingué finement caramélisé-houblonné. Bière aigre-douce mais onctueuse, bien en bouche, sans agressivité, léger arrière goût aigre, amertume faible. Bonne bière équilibrée et moelleuse.;Bière artisanale du Nord.;Triboulette (la);;
Triple abbaye d'Aulne;De Smedt;Belgique;14;Abbaye;haute;9;33 cl;Opwijk;Bière d' abbaye  dorée, limpide (sur lie), à la mousse blanche abondante et finement saturée. Arôme doux, tons de  houblon  frais et de liqueur fruitée. Saveur ample, légère acreté, corps très équilibré, bouche douce et assez peu amère, rondeur agréable. Bonne bière à dominante douce et ronde.;Bière de l'abbaye d'Aulnes (fabriquée par la brasserie De Smedt);Triple abbaye d'Aulne;;
Triple Moine;Du Bocq;Belgique;14,5;Abbaye;haute;;25 cl;Purnode;Abbaye blonde-abricot, trouble (levure), mousse blanche moyennement serrée, peu saturée. Nez aromatique et fruité, profondeur maltée. Au goût ; levure acre et fruitée, malt plus moelleux. Amertume équilibrée, post amertume affirmée. De la mâche, du corps, douceur et un fond d'acreté . Bonne bière.;Bière du terroir Ardennes et Meuse.;Triple Moine;;
Triple Riva;Riva;Belgique;14;Abbaye;haute;7,2;25 cl;Dentergem;Abbaye cuivrée, cristalline, bien  saturée  en bulles fines, mousse assez serrée subsistant sur 5 mm. Nez puissant et bien malté, aux nuances de  caramel  liquoreux. Saveur sucrée et riche, dense, ronde et très maltée. Légère post-amertume, bien corsée. Abbaye classique, ronde et douce.;Bière d' abbaye  filtrée;Triple Riva;;
Trompe la mort;Engel;Allemagne;13;Pils;basse;7;33 cl;Schwäbisch;;;;;
Tsingtao beer;Tsingtao;Chine;12;Pils;basse;4,5;33 cl;Tsingtao;Pils  pâle, cristalline, bien saturée en bulles moyennes. Mousse blanche serrée et stable. Arôme frais et fleuri de  houblon . Saveur de malt fine, bouche légère et équilibrée, assez douce et fruitée. Houblonnage discret au goût, aromatique. Bière assez fraîche, somme toute agréable et correcte.;Bière chinoise aux malts d'orge et de riz. Une des plus exportées.;Tsingtao beer;;
Tuborg;Tuborg;Danemark;12;Pils;basse;5,8;25 cl;Copenhague;Une blonde correcte, assez bien houblonnée, moyennement corsée.;;Tuborg;;
Tverskoe beer Dark;Tverskoe;Russie;11;Spéciale basse;basse;5,1;33 cl;Tver;Bière russe, limpide, finement saturée, mousse beige serrée. Nez de  caramel  amer assez commun. Saveur nette de caramel, bouche douce et légèrement aigre. Saveur particulière alliant douceur, amertume et léger goût aigre. Bière bien faite, mais sans atout particulier.;;Tverskoe beer Dark;;
Tverskoe beer Light;Tverskoe;Russie;11;Pils;basse;4;33 cl;Tver;Pils  russe limpide, bien saturée, mousse blanche fine et serrée. Nez fin et subtil de  malt  et  houblon . Saveur peu marquée, bouche assez discrète, sans caractère particulier, sauf peut être une légère touche de  houblon  à dominante aromatique. Post-amertume équilibrée et durable. Moyenne.;Pils  russe.;Tverskoe beer Light;;
Tzar Cannon;Khamovniki;Russie;14;Pils;basse;4,5;50 cl;Moscou;Pils  dorée, limpide, mousse blanche serrée peu stable. Nez franc de  houblon  amer mais fruité. Bouche assez épaisse, palette de goût variée, fruitée et houblonnée, amertume harmonieusement équilibré, goût de  malt  bien balancé. Post-amertume harmonieuse, corps et goût assez ronds. Bonne pils fruitée.;Pils  fruitée au goût de houblons aromatiques. Un peu épaisse mais agréable.;Tzar Cannon;;
Uberland;GBM;France;9;Pils;basse;4,5;25 cl;Roubaix;Une  pils  quelconque, probablement rafraîchissante en cas de grosse chaleur, bien houblonnée, mais bière très moyenne;Faite à la brasserie GBM;Uberland;;
Unic bier;Gigi;Belgique;12,5;Spéciale;haute;3,17;33 cl;Gerouville;Une bière jaune dorée, limpide, mousse peu abondante, bière peu  saturée . Arôme assez discret de  malt . Goût fin, peu alcoolisé, de  malt  légèrement houblonné. Corps moyen. Bière légère et correcte, sans être extraordinaire.;Brasserie existant depuis 1888. Bière artisanale sans conservateur.;Unic bier;;
Upper 19;Wieze;Belgique;12;Spéciale;haute;7,5;25 cl;Wieze;Dorée, limpide, finement saturée, mousse abondante assez serrée et stable. Nez rond, arôme de  malt  fumé agréable. Saveur profonde, un peu lourde, a de la mâche, mais manque de finesse.;;Upper 19;;
Urtyp 1783;;Allemagne;12,5;Pils;basse;5;33 cl;;Peu de mousse, bière peu  saturée . Eau très douce, arôme bien malté et houblonné. Saveur maltée douce, bière moelleuse assez peu amère.;;Urtyp 1783;;
Valenciennoise;Les Chais Bellaingeois;France;12;Pils;basse;6;25 cl;Bellaing;Pils  dorée, limpide, peu saturée, mousse blanche serrée de tenue moyenne. Arôme fleuri de  houblon , nez légèrement fruité et malté. Bouche douce, un peu collante. Amertume nette mais sans excès, post-amertume équilibrée Bouche douce assez épaisse. Pils correcte, sans être extraordinaire.;Bière à façon. Brassée probablement par;Valenciennoise;;
Van Malder Kriek Lambic;Van Malder;Belgique;16;Lambic;spontanée;5;25 cl;Bruxelles;Kriek lambic  rouge-orangée, correctement saturée, trouble, mousse blanche peu stable. Nez savoureusement sur et fruité, aux tons boisés et aigres. Goût sur, acide, au fruité équilibré, bouche peu amère ( houblon  suranné), stable et durable, légère acreté en tour de langue. Brute et authentique !;La brasserie  Van Malder  est fermée. Kriek dégustée d'au moins 5 ans d'âge;Van Malder Kriek Lambic;;
Vapeur cochonne;Brasserie à vapeur;Belgique;14,5;Spéciale;haute;9;75 cl;Pipaix;Bière ambrée-rougeâtre, troublée par sa  levure . Mousse serrée, se formant lentement, saturation faible. Nez fin et doux-fruité, tons aigrelets et boisés. Attaque franche, légère aigreur vineuse, amertume acre et tenace. Fini long, fruité, aigre et corsé .Bonne bière très inhabituelle.;Bière de la Brasserie à Vapeur. Saveur particulière. Peu saturée.;Vapeur cochonne;;
Vapeur des houillères;Brasserie à vapeur;Belgique;14,5;Spéciale;haute;6,5;75 cl;Pipaix;Bière noire, peu  saturée , mousse serrée de belle tenue lente à monter. Arôme fin et malté, subtilement aigre et grillé. Goût évolutif, d'abord peu d'attaque et première bouche neutre ; vient ensuite une saveur vineuse et aigre, assez dense et ronde. Post-amertume légère, bière bien en bouche.;Imaginée par Anne Marie Lemaire (RIP) de la  brasserie à vapeur  de Pipaix.;Vapeur des houillères;;
Vapeur rousse;Brasserie à vapeur;Belgique;15;Spéciale;haute;8;75 cl;Pipaix;Bière rousse, troublée par sa  levure , mousse aérée de tenue moyenne. Arôme fin et fruité, nez extra-ordinaire aux tons vineux. Bouche légèrement aigre, tons de  houblon  surrané, dominante douce et vineuse, nuances épicées (anis ?), bouche puissante. Amertume moyenne et arrière goût durable.;Bière de la 'Brasserie  à Vapeur '. Goût extra-ordinaire très particulier.;Vapeur rousse;;
Vedett;Moortgat;Belgique;14,5;Pils;basse;5;33 cl;Breendonk;Une blonde assez pâle moussant moyennement. Arôme profond de malt et de  houblon . Amertume très présente. Malgré sa faible teneur en alcool, cette bière très correcte, possède une bonne bouche amère et corsée.;Faite par la brasserie Moortgat;Vedett;;
Velkopopovické pivo Tmavé;Velkopopovicky kozel;Tchéque/Slovaque;12;Spéciale basse;basse;2,4;50 cl;Velké Popovice;Bière marron foncé, limpide, belle mousse beige abondante et fine. Arôme fin et houblonné, nez de  caramel  brulé et de  malt  torréfié, nuances de café grillé. Goût équilibré, amertume bien balancé, saveur légère de caramel. Mélange surprenant d'amertume et de douceur. Bonne bière de type Lager.;;Velkopopovické pivo Tmavé;;
Velkopopovicky Kozel Nealkoholicky;Velkopopovicky kozel;Tchéque/Slovaque;10;Spéciale basse;basse;0,59;50 cl;Velké Popovice;Pils  dorée, cristalline, moyennement saturée. Mousse blance crémeuse de durée moyenne. Arôme doux et profond de  malt  humide, de grain et de  houblon  humides. Saveur amère, franche et nette. Absence évidente d'alcool. Goût moyen, classique pour une 'sans alcool' ; amertume et goût de grain humide.;Bière tchéque sans alcool.;Velkopopovicky Kozel Nealkoholicky;;
Velkopopovicky Svetlý Lezák;Velkopopovicky kozel;Tchéque/Slovaque;14,5;Pils;basse;3,1;50 cl;Velke Popovice;Pils  dorée, limpide, assez peu saturée, mousse blanche serrée et stable. Arôme à dominante maltée-douce, nez fin de  houblon  aromatique de bohème. Saveur fine et douce, bouche ample et légère, amertume faible, houblonnage aromatique et fruité, beau prolongement en bouche. Une pils de classe !;Véritable  pils  tchèque/slovaque.;Velkopopovicky Svetlý Lezák;;
Vera Brau;;;;Pils;;;;;;;Vera Brau;;
Verboden vrucht;De kluis;Belgique;14,5;Spéciale;haute;6,2;33 cl;Hoegaarden;Belle mousse crémeuse, de tenue moyenne Couleur marron foncé. Bière légèrement fruitée ( levure ) et  capiteuse , légère amertume. Moelleuse et aromatique.;;Verboden vrucht;;
Vézelise;Interbrew;France;13;Pils;basse;4,6;25 cl;Armentières;Pils assez claire, cristalline. Mousse blanche serrée assez stable. Arôme herbacé agréable et fleuri, malt équilibré en second plan. Saveur à l'amertume fine et équilibrée. Pils légère, assez sèche, rafraîchissante et agréable. Assez proche de la Stella Artois au niveau du goût.;;Vézelise;;
Vichtenaar;Verhaege;Belgique;14;Spéciale;haute;5;25 cl;Vichte;Une bière rappelant la  Rodenbach , acide et fruitée, un peu plus jeune peut être. Aigre, lactique, saveur moins riche que la  Rodenbach , mais reste dépaysante et quelque peu déconcertante. Pour fervents amateurs des bières du type ' oud bruin ';Bière rouge;Vichtenaar;;
Vieille Garde;de Montceau St Waast;France;15;Garde;haute;6;25, 75 cl;Montceau St Waast;Garde  rouge-ambrée, limpide, mousse très fine et crémeuse, saturation assez faible. Nez aromatique de  malt  boisé, nuances subtiles de  caramel , légère acidité. Saveur ample, goût à dominante boisée-aigre, amertume concentrée mais équilibrée. Corps intense (fruits mûrs).;Bière de  garde  du  Nord . Légèrement douce, à dominante boisée et aigre.;Vieille Garde;;
Vieille Villers;Vieille Villers;Belgique;15,5;Abbaye;haute;7;33 cl;Puurs;Abbaye acajou, limpide et bien saturée, à la mousse beige fine et crémeuse. Arôme vineux, réglissé et doux. Saveur puissante et profonde aux tons de malt aigrelet, rappelant certains vieux bourgognes doux, finale amère et équilibrée se prolongeant en acreté légère. Bière inhabituelle et originale;Bière d' abbaye belge (En mémoire du Monastère de Notre Dame de Villers).;Vieille Villers;;
